Date;Sales;Timestamp
31.12.2020;1121;11:03:44
31.12.2020;1212;11:05:44
31.12.2020;1155;11:07:44
31.12.2020;1213;11:09:45
31.12.2020;1245;11:11:45
31.12.2020;1209;11:13:45
31.12.2020;1194;11:15:45
31.12.2020;1245;11:17:45
31.12.2020;1243;11:19:46
31.12.2020;1213;11:21:46
31.12.2020;1239;11:23:46
31.12.2020;1295;11:25:46
31.12.2020;1270;11:27:46
31.12.2020;1280;11:29:46
31.12.2020;1291;11:31:46
31.12.2020;1397;11:33:46
31.12.2020;1345;11:35:46
31.12.2020;1324;11:37:46
31.12.2020;1360;11:39:46
31.12.2020;1350;11:41:46
31.12.2020;1380;11:43:46
31.12.2020;1446;11:45:46
31.12.2020;1366;11:47:46
31.12.2020;1372;11:49:46
31.12.2020;1363;11:51:46
31.12.2020;1399;11:53:46
31.12.2020;1412;11:55:47
31.12.2020;1449;11:57:47
31.12.2020;1481;11:59:47
31.12.2020;1554;12:01:47
31.12.2020;1462;12:03:47
31.12.2020;1541;12:05:47
31.12.2020;1568;12:07:47
31.12.2020;1572;12:09:47
31.12.2020;1564;12:11:47
31.12.2020;1572;12:13:47
31.12.2020;1544;12:15:47
31.12.2020;1523;12:17:47
31.12.2020;1524;12:19:47
31.12.2020;1604;12:21:47
31.12.2020;1599;12:23:47
31.12.2020;1609;12:25:47
31.12.2020;1582;12:27:47
31.12.2020;1660;12:29:47
31.12.2020;1619;12:31:47
31.12.2020;1703;12:33:47
31.12.2020;1622;12:35:47
31.12.2020;1636;12:37:47
31.12.2020;1673;12:39:47
31.12.2020;1702;12:41:47
31.12.2020;1712;12:43:47
31.12.2020;1661;12:45:47
31.12.2020;1601;12:47:47
31.12.2020;1652;12:49:47
31.12.2020;1713;12:51:47
31.12.2020;1696;12:53:48
31.12.2020;1675;12:55:48
31.12.2020;1782;12:57:48
31.12.2020;1720;12:59:48
31.12.2020;1741;13:01:48
31.12.2020;1756;13:03:48
31.12.2020;1783;13:05:48
31.12.2020;1833;13:07:48
31.12.2020;1795;13:09:48
31.12.2020;1774;13:11:48
31.12.2020;1833;13:13:48
31.12.2020;1819;13:15:48
31.12.2020;1788;13:17:48
31.12.2020;1855;13:19:48
31.12.2020;1796;13:21:48
31.12.2020;1839;13:23:48
31.12.2020;1763;13:25:48
31.12.2020;1847;13:27:48
31.12.2020;1842;13:29:48
31.12.2020;1795;13:31:48
31.12.2020;1846;13:33:48
31.12.2020;1800;13:35:48
31.12.2020;1868;13:37:48
31.12.2020;1876;13:39:48
31.12.2020;1823;13:41:48
31.12.2020;1908;13:43:48
31.12.2020;1892;13:45:48
31.12.2020;1896;13:47:48
31.12.2020;1874;13:49:48
31.12.2020;1856;13:51:48
31.12.2020;1786;13:53:48
31.12.2020;1848;13:55:48
31.12.2020;1826;13:57:48
31.12.2020;1804;13:59:48
31.12.2020;1861;14:01:48
31.12.2020;1968;14:03:48
31.12.2020;1787;14:05:48
31.12.2020;1863;14:07:48
31.12.2020;1888;14:09:48
31.12.2020;1821;14:11:48
31.12.2020;1790;14:13:48
31.12.2020;1771;14:15:48
31.12.2020;1891;14:17:48
31.12.2020;1823;14:19:49
31.12.2020;1816;14:21:49
31.12.2020;1874;14:23:49
31.12.2020;1788;14:25:49
31.12.2020;1906;14:27:49
31.12.2020;1831;14:29:49
31.12.2020;1854;14:31:49
31.12.2020;1810;14:33:49
31.12.2020;1803;14:35:49
31.12.2020;1834;14:37:49
31.12.2020;1753;14:39:49
31.12.2020;1802;14:41:49
31.12.2020;1787;14:43:49
31.12.2020;1803;14:45:49
31.12.2020;1795;14:47:49
31.12.2020;1875;14:49:49
31.12.2020;1775;14:51:49
31.12.2020;1823;14:53:49
31.12.2020;1760;14:55:49
31.12.2020;1773;14:57:49
31.12.2020;1785;14:59:49
31.12.2020;1823;15:01:52
31.12.2020;1805;15:03:52
31.12.2020;1745;15:05:52
31.12.2020;1768;15:07:52
31.12.2020;1778;15:09:52
31.12.2020;1697;15:11:52
31.12.2020;1792;15:13:52
31.12.2020;1755;15:15:52
31.12.2020;1789;15:17:52
31.12.2020;1830;15:19:52
31.12.2020;1814;15:21:52
31.12.2020;1738;15:23:52
31.12.2020;809;15:25:52
31.12.2020;963;15:25:52
31.12.2020;889;15:27:52
31.12.2020;888;15:27:52
31.12.2020;871;15:29:52
31.12.2020;952;15:29:52
31.12.2020;883;15:31:52
31.12.2020;931;15:31:52
31.12.2020;877;15:33:52
31.12.2020;890;15:33:52
31.12.2020;843;15:35:52
31.12.2020;890;15:35:52
31.12.2020;843;15:37:52
31.12.2020;900;15:37:52
31.12.2020;854;15:39:52
31.12.2020;919;15:39:52
31.12.2020;857;15:41:52
31.12.2020;961;15:41:52
31.12.2020;839;15:43:52
31.12.2020;863;15:43:52
31.12.2020;892;15:45:52
31.12.2020;905;15:45:52
31.12.2020;869;15:47:52
31.12.2020;841;15:47:52
31.12.2020;868;15:49:52
31.12.2020;937;15:49:52
31.12.2020;834;15:51:52
31.12.2020;941;15:51:52
31.12.2020;865;15:53:52
31.12.2020;906;15:53:52
31.12.2020;849;15:55:52
31.12.2020;837;15:55:52
31.12.2020;849;15:57:52
31.12.2020;886;15:57:52
31.12.2020;883;15:59:52
31.12.2020;896;15:59:52
31.12.2020;785;16:01:52
31.12.2020;883;16:01:52
31.12.2020;833;16:03:52
31.12.2020;909;16:03:52
31.12.2020;786;16:05:52
31.12.2020;926;16:05:52
31.12.2020;817;16:07:52
31.12.2020;918;16:07:52
31.12.2020;819;16:09:52
31.12.2020;913;16:09:52
31.12.2020;884;16:11:52
31.12.2020;934;16:11:52
31.12.2020;848;16:13:52
31.12.2020;886;16:13:52
31.12.2020;875;16:15:52
31.12.2020;873;16:15:52
31.12.2020;855;16:17:52
31.12.2020;919;16:17:52
31.12.2020;908;16:19:52
31.12.2020;842;16:19:52
31.12.2020;882;16:21:52
31.12.2020;873;16:21:52
31.12.2020;842;16:23:52
31.12.2020;906;16:23:52
31.12.2020;816;16:25:52
31.12.2020;854;16:25:52
31.12.2020;921;16:27:52
31.12.2020;882;16:27:52
31.12.2020;894;16:29:52
31.12.2020;932;16:29:52
31.12.2020;839;16:31:52
31.12.2020;864;16:31:52
31.12.2020;957;16:33:52
31.12.2020;894;16:33:52
31.12.2020;919;16:35:52
31.12.2020;819;16:35:52
31.12.2020;895;16:37:52
31.12.2020;879;16:37:52
31.12.2020;903;16:39:52
31.12.2020;883;16:39:52
31.12.2020;829;16:41:52
31.12.2020;867;16:41:52
31.12.2020;809;16:43:52
31.12.2020;931;16:43:52
31.12.2020;814;16:45:52
31.12.2020;906;16:45:52
31.12.2020;890;16:47:52
31.12.2020;899;16:47:52
31.12.2020;835;16:49:52
31.12.2020;937;16:49:52
31.12.2020;852;16:51:52
31.12.2020;897;16:51:52
31.12.2020;851;16:53:52
31.12.2020;863;16:53:52
31.12.2020;867;16:55:52
31.12.2020;864;16:55:52
31.12.2020;849;16:57:52
31.12.2020;837;16:57:52
31.12.2020;867;16:59:52
31.12.2020;843;16:59:52
31.12.2020;804;17:01:52
31.12.2020;865;17:01:52
31.12.2020;787;17:03:52
31.12.2020;919;17:03:52
31.12.2020;839;17:05:52
31.12.2020;851;17:05:52
31.12.2020;812;17:07:52
31.12.2020;854;17:07:52
31.12.2020;779;17:09:52
31.12.2020;887;17:09:53
31.12.2020;832;17:11:52
31.12.2020;872;17:11:53
31.12.2020;790;17:13:52
31.12.2020;850;17:13:53
31.12.2020;814;17:15:52
31.12.2020;888;17:15:53
31.12.2020;775;17:17:52
31.12.2020;831;17:17:53
31.12.2020;839;17:19:52
31.12.2020;886;17:19:53
31.12.2020;805;17:21:52
31.12.2020;841;17:21:53
31.12.2020;834;17:23:52
31.12.2020;790;17:23:53
31.12.2020;856;17:25:52
31.12.2020;825;17:25:53
31.12.2020;804;17:27:52
31.12.2020;835;17:27:53
31.12.2020;857;17:29:52
31.12.2020;795;17:29:53
31.12.2020;809;17:31:52
31.12.2020;832;17:31:53
31.12.2020;808;17:33:52
31.12.2020;818;17:33:53
31.12.2020;839;17:35:52
31.12.2020;828;17:35:53
31.12.2020;809;17:37:52
31.12.2020;815;17:37:53
31.12.2020;772;17:39:52
31.12.2020;782;17:39:53
31.12.2020;843;17:41:52
31.12.2020;815;17:41:53
31.12.2020;775;17:43:52
31.12.2020;838;17:43:53
31.12.2020;812;17:45:52
31.12.2020;813;17:45:53
31.12.2020;768;17:47:52
31.12.2020;786;17:47:53
31.12.2020;747;17:49:52
31.12.2020;816;17:49:53
31.12.2020;749;17:51:52
31.12.2020;835;17:51:53
31.12.2020;783;17:53:52
31.12.2020;800;17:53:53
31.12.2020;733;17:55:52
31.12.2020;802;17:55:53
31.12.2020;722;17:57:52
31.12.2020;762;17:57:53
31.12.2020;771;17:59:52
31.12.2020;756;17:59:53
31.12.2020;817;18:01:52
31.12.2020;732;18:01:53
31.12.2020;808;18:03:52
31.12.2020;676;18:03:53
31.12.2020;807;18:05:52
31.12.2020;701;18:05:53
31.12.2020;765;18:07:52
31.12.2020;715;18:07:53
31.12.2020;751;18:09:52
31.12.2020;752;18:09:53
31.12.2020;721;18:11:52
31.12.2020;765;18:11:53
31.12.2020;726;18:13:52
31.12.2020;825;18:13:53
31.12.2020;657;18:15:52
31.12.2020;741;18:15:53
31.12.2020;690;18:17:52
31.12.2020;768;18:17:53
31.12.2020;674;18:19:52
31.12.2020;745;18:19:53
31.12.2020;722;18:21:52
31.12.2020;671;18:21:53
31.12.2020;687;18:23:52
31.12.2020;700;18:23:53
31.12.2020;701;18:25:52
31.12.2020;661;18:25:53
31.12.2020;738;18:27:52
31.12.2020;656;18:27:53
31.12.2020;731;18:29:52
31.12.2020;664;18:29:53
31.12.2020;761;18:31:52
31.12.2020;637;18:31:53
31.12.2020;717;18:33:52
31.12.2020;631;18:33:53
31.12.2020;717;18:35:52
31.12.2020;638;18:35:53
31.12.2020;714;18:37:52
31.12.2020;668;18:37:53
31.12.2020;733;18:39:52
31.12.2020;607;18:39:53
31.12.2020;747;18:41:52
31.12.2020;605;18:41:53
31.12.2020;753;18:43:52
31.12.2020;626;18:43:53
31.12.2020;704;18:45:52
31.12.2020;593;18:45:53
31.12.2020;671;18:47:52
31.12.2020;614;18:47:53
31.12.2020;762;18:49:52
31.12.2020;562;18:49:53
31.12.2020;684;18:51:52
31.12.2020;593;18:51:53
31.12.2020;713;18:53:52
31.12.2020;539;18:53:53
31.12.2020;651;18:55:52
31.12.2020;563;18:55:53
31.12.2020;741;18:57:52
31.12.2020;513;18:57:53
31.12.2020;678;18:59:52
31.12.2020;571;18:59:53
31.12.2020;680;19:01:53
31.12.2020;542;19:01:53
31.12.2020;638;19:03:53
31.12.2020;545;19:03:53
31.12.2020;636;19:05:53
31.12.2020;577;19:05:53
31.12.2020;620;19:07:53
31.12.2020;526;19:07:53
31.12.2020;619;19:09:53
31.12.2020;574;19:09:53
31.12.2020;632;19:11:53
31.12.2020;513;19:11:53
31.12.2020;663;19:13:53
31.12.2020;523;19:13:53
31.12.2020;599;19:15:53
31.12.2020;499;19:15:53
31.12.2020;600;19:17:53
31.12.2020;461;19:17:53
31.12.2020;645;19:19:53
31.12.2020;508;19:19:53
31.12.2020;589;19:21:53
31.12.2020;503;19:21:53
31.12.2020;623;19:23:53
31.12.2020;493;19:23:53
31.12.2020;543;19:25:53
31.12.2020;518;19:25:53
31.12.2020;601;19:27:53
31.12.2020;464;19:27:53
31.12.2020;572;19:29:53
31.12.2020;518;19:29:53
31.12.2020;579;19:31:53
31.12.2020;502;19:31:53
31.12.2020;533;19:33:53
31.12.2020;455;19:33:53
31.12.2020;567;19:35:53
31.12.2020;495;19:35:53
31.12.2020;520;19:37:53
31.12.2020;451;19:37:53
31.12.2020;494;19:39:54
31.12.2020;472;19:39:55
31.12.2020;526;19:41:54
31.12.2020;505;19:41:55
31.12.2020;550;19:43:54
31.12.2020;465;19:43:55
31.12.2020;509;19:45:54
31.12.2020;457;19:45:55
31.12.2020;507;19:47:54
31.12.2020;464;19:47:55
31.12.2020;472;19:49:54
31.12.2020;427;19:49:55
31.12.2020;470;19:51:54
31.12.2020;458;19:51:55
31.12.2020;491;19:53:54
31.12.2020;428;19:53:55
31.12.2020;490;19:55:54
31.12.2020;395;19:55:55
31.12.2020;501;19:57:54
31.12.2020;406;19:57:55
31.12.2020;441;19:59:54
31.12.2020;427;19:59:55
31.12.2020;425;20:01:54
31.12.2020;455;20:01:55
31.12.2020;410;20:03:54
31.12.2020;410;20:03:55
31.12.2020;431;20:05:54
31.12.2020;408;20:05:55
31.12.2020;413;20:07:54
31.12.2020;398;20:07:55
31.12.2020;416;20:09:54
31.12.2020;403;20:09:55
31.12.2020;415;20:11:54
31.12.2020;369;20:11:55
31.12.2020;415;20:13:54
31.12.2020;412;20:13:55
31.12.2020;406;20:15:54
31.12.2020;399;20:15:55
31.12.2020;397;20:17:54
31.12.2020;365;20:17:55
31.12.2020;420;20:19:54
31.12.2020;382;20:19:55
31.12.2020;374;20:21:54
31.12.2020;407;20:21:55
31.12.2020;426;20:23:54
31.12.2020;374;20:23:55
31.12.2020;378;20:25:54
31.12.2020;371;20:25:55
31.12.2020;363;20:27:54
31.12.2020;383;20:27:55
31.12.2020;362;20:29:54
31.12.2020;421;20:29:55
31.12.2020;351;20:31:54
31.12.2020;363;20:31:55
31.12.2020;337;20:33:54
31.12.2020;368;20:33:55
31.12.2020;393;20:35:54
31.12.2020;324;20:35:55
31.12.2020;368;20:37:54
31.12.2020;334;20:37:55
31.12.2020;370;20:39:54
31.12.2020;339;20:39:55
31.12.2020;307;20:41:54
31.12.2020;356;20:41:55
31.12.2020;328;20:43:54
31.12.2020;313;20:43:55
31.12.2020;373;20:45:54
31.12.2020;325;20:45:55
31.12.2020;315;20:47:54
31.12.2020;335;20:47:55
31.12.2020;320;20:49:54
31.12.2020;324;20:49:55
31.12.2020;317;20:51:55
31.12.2020;306;20:51:55
31.12.2020;328;20:53:55
31.12.2020;329;20:53:55
31.12.2020;293;20:55:55
31.12.2020;296;20:55:55
31.12.2020;321;20:57:55
31.12.2020;303;20:57:55
31.12.2020;270;20:59:55
31.12.2020;287;20:59:55
31.12.2020;263;21:01:55
31.12.2020;314;21:01:56
31.12.2020;281;21:03:55
31.12.2020;312;21:03:56
31.12.2020;250;21:05:55
31.12.2020;283;21:05:56
31.12.2020;278;21:07:55
31.12.2020;254;21:07:56
31.12.2020;248;21:09:55
31.12.2020;281;21:09:56
31.12.2020;280;21:11:55
31.12.2020;269;21:11:56
31.12.2020;250;21:13:55
31.12.2020;264;21:13:56
31.12.2020;257;21:15:55
31.12.2020;243;21:15:56
31.12.2020;223;21:17:55
31.12.2020;252;21:17:56
31.12.2020;215;21:19:55
31.12.2020;261;21:19:56
31.12.2020;236;21:21:55
31.12.2020;279;21:21:56
31.12.2020;241;21:23:55
31.12.2020;265;21:23:56
31.12.2020;230;21:25:55
31.12.2020;237;21:25:56
31.12.2020;252;21:27:55
31.12.2020;249;21:27:56
31.12.2020;252;21:29:55
31.12.2020;254;21:29:56
31.12.2020;251;21:31:55
31.12.2020;261;21:31:56
31.12.2020;240;21:33:55
31.12.2020;262;21:33:56
31.12.2020;249;21:35:55
31.12.2020;243;21:35:56
31.12.2020;222;21:37:55
31.12.2020;220;21:37:56
31.12.2020;231;21:39:55
31.12.2020;249;21:39:56
31.12.2020;215;21:41:55
31.12.2020;211;21:41:56
31.12.2020;216;21:43:55
31.12.2020;205;21:43:56
31.12.2020;218;21:45:55
31.12.2020;194;21:45:56
31.12.2020;252;21:47:55
31.12.2020;198;21:47:56
31.12.2020;209;21:49:55
31.12.2020;173;21:49:56
31.12.2020;239;21:51:55
31.12.2020;192;21:51:56
31.12.2020;210;21:53:55
31.12.2020;199;21:53:56
31.12.2020;196;21:55:55
31.12.2020;175;21:55:56
31.12.2020;189;21:57:55
31.12.2020;164;21:57:56
31.12.2020;189;21:59:55
31.12.2020;163;21:59:56
31.12.2020;167;22:01:56
31.12.2020;124;22:01:57
31.12.2020;145;22:03:56
31.12.2020;135;22:03:57
31.12.2020;183;22:05:56
31.12.2020;144;22:05:57
31.12.2020;157;22:07:56
31.12.2020;151;22:07:57
31.12.2020;159;22:09:56
31.12.2020;151;22:09:57
31.12.2020;155;22:11:56
31.12.2020;135;22:11:57
31.12.2020;159;22:13:56
31.12.2020;154;22:13:57
31.12.2020;135;22:15:56
31.12.2020;134;22:15:57
31.12.2020;161;22:17:56
31.12.2020;154;22:17:57
31.12.2020;143;22:19:56
31.12.2020;124;22:19:57
31.12.2020;167;22:21:56
31.12.2020;126;22:21:57
31.12.2020;167;22:23:56
31.12.2020;161;22:23:57
31.12.2020;139;22:25:56
31.12.2020;140;22:25:57
31.12.2020;135;22:27:56
31.12.2020;128;22:27:57
31.12.2020;131;22:29:56
31.12.2020;138;22:29:57
31.12.2020;147;22:31:56
31.12.2020;154;22:31:57
31.12.2020;118;22:33:56
31.12.2020;125;22:33:57
31.12.2020;142;22:35:56
31.12.2020;114;22:35:57
31.12.2020;140;22:37:56
31.12.2020;108;22:37:57
31.12.2020;142;22:39:56
31.12.2020;106;22:39:57
31.12.2020;134;22:41:56
31.12.2020;97;22:41:57
31.12.2020;113;22:43:56
31.12.2020;114;22:43:57
31.12.2020;132;22:45:56
31.12.2020;105;22:45:57
31.12.2020;135;22:47:56
31.12.2020;94;22:47:57
31.12.2020;140;22:49:56
31.12.2020;106;22:49:57
31.12.2020;122;22:51:56
31.12.2020;90;22:51:57
31.12.2020;130;22:53:56
31.12.2020;87;22:53:57
31.12.2020;145;22:55:56
31.12.2020;89;22:55:57
31.12.2020;111;22:57:56
31.12.2020;98;22:57:57
31.12.2020;106;22:59:56
31.12.2020;82;22:59:57
31.12.2020;106;23:01:56
31.12.2020;75;23:01:57
31.12.2020;80;23:03:56
31.12.2020;71;23:03:57
31.12.2020;77;23:05:56
31.12.2020;63;23:05:57
31.12.2020;90;23:07:56
31.12.2020;73;23:07:57
31.12.2020;99;23:09:56
31.12.2020;62;23:09:57
31.12.2020;75;23:11:56
31.12.2020;72;23:11:57
31.12.2020;84;23:13:56
31.12.2020;61;23:13:57
31.12.2020;80;23:15:56
31.12.2020;49;23:15:57
31.12.2020;69;23:17:56
31.12.2020;55;23:17:57
31.12.2020;63;23:19:56
31.12.2020;55;23:19:57
31.12.2020;58;23:21:56
31.12.2020;72;23:21:57
31.12.2020;69;23:23:56
31.12.2020;45;23:23:57
31.12.2020;79;23:25:56
31.12.2020;58;23:25:57
31.12.2020;70;23:27:56
31.12.2020;69;23:27:57
31.12.2020;55;23:29:56
31.12.2020;44;23:29:57
31.12.2020;52;23:31:59
31.12.2020;51;23:32:00
31.12.2020;49;23:33:59
31.12.2020;59;23:34:00
31.12.2020;52;23:35:59
31.12.2020;60;23:36:00
31.12.2020;52;23:37:59
31.12.2020;50;23:38:00
31.12.2020;40;23:39:59
31.12.2020;40;23:40:00
31.12.2020;48;23:41:59
31.12.2020;39;23:42:00
31.12.2020;50;23:43:59
31.12.2020;38;23:44:00
31.12.2020;51;23:45:59
31.12.2020;38;23:46:00
31.12.2020;34;23:47:59
31.12.2020;31;23:48:00
31.12.2020;46;23:49:59
31.12.2020;32;23:50:00
31.12.2020;41;23:51:59
31.12.2020;29;23:52:00
31.12.2020;28;23:53:59
31.12.2020;20;23:54:00
31.12.2020;30;23:55:59
31.12.2020;29;23:56:00
31.12.2020;30;23:57:59
31.12.2020;20;23:58:00
31.12.2020;23;23:59:59
01.01.2021;25;0:00:00
01.01.2021;24;0:01:59
01.01.2021;28;0:02:00
01.01.2021;18;0:03:59
01.01.2021;18;0:04:00
01.01.2021;26;0:05:59
01.01.2021;20;0:06:00
01.01.2021;21;0:07:59
01.01.2021;21;0:08:00
01.01.2021;33;0:09:59
01.01.2021;22;0:10:00
01.01.2021;36;0:11:59
01.01.2021;30;0:12:00
01.01.2021;28;0:13:59
01.01.2021;24;0:14:00
01.01.2021;26;0:15:59
01.01.2021;19;0:16:00
01.01.2021;26;0:17:59
01.01.2021;22;0:18:00
01.01.2021;30;0:19:59
01.01.2021;36;0:20:00
01.01.2021;37;0:21:59
01.01.2021;32;0:22:00
01.01.2021;39;0:23:59
01.01.2021;31;0:24:00
01.01.2021;37;0:25:59
01.01.2021;30;0:26:00
01.01.2021;39;0:27:59
01.01.2021;22;0:28:00
01.01.2021;71;0:30:00
01.01.2021;76;0:32:00
01.01.2021;83;0:34:00
01.01.2021;104;0:36:00
01.01.2021;93;0:38:00
01.01.2021;85;0:40:00
01.01.2021;93;0:42:00
01.01.2021;99;0:44:00
01.01.2021;95;0:46:00
01.01.2021;87;0:48:00
01.01.2021;118;0:50:00
01.01.2021;80;0:52:00
01.01.2021;118;0:54:00
01.01.2021;106;0:56:00
01.01.2021;110;0:58:00
01.01.2021;101;1:00:00
01.01.2021;113;1:02:00
01.01.2021;98;1:04:00
01.01.2021;122;1:06:00
01.01.2021;99;1:08:00
01.01.2021;112;1:10:00
01.01.2021;115;1:12:00
01.01.2021;147;1:14:00
01.01.2021;128;1:16:00
01.01.2021;135;1:18:00
01.01.2021;109;1:20:00
01.01.2021;121;1:22:00
01.01.2021;114;1:24:00
01.01.2021;140;1:26:00
01.01.2021;134;1:28:00
01.01.2021;119;1:30:00
01.01.2021;119;1:32:00
01.01.2021;113;1:34:00
01.01.2021;140;1:36:00
01.01.2021;134;1:38:00
01.01.2021;114;1:40:00
01.01.2021;137;1:42:00
01.01.2021;104;1:44:00
01.01.2021;123;1:46:00
01.01.2021;129;1:48:00
01.01.2021;138;1:50:00
01.01.2021;123;1:52:00
01.01.2021;134;1:54:00
01.01.2021;115;1:56:00
01.01.2021;103;1:58:00
01.01.2021;131;2:00:00
01.01.2021;120;2:02:00
01.01.2021;115;2:04:00
01.01.2021;134;2:06:00
01.01.2021;140;2:08:00
01.01.2021;106;2:10:00
01.01.2021;123;2:12:00
01.01.2021;92;2:14:00
01.01.2021;123;2:16:00
01.01.2021;124;2:18:00
01.01.2021;107;2:20:00
01.01.2021;97;2:22:00
01.01.2021;121;2:24:00
01.01.2021;103;2:26:00
01.01.2021;113;2:28:00
01.01.2021;75;2:30:00
01.01.2021;104;2:32:01
01.01.2021;106;2:34:01
01.01.2021;59;2:38:35
01.01.2021;56;2:38:35
01.01.2021;50;2:40:35
01.01.2021;45;2:40:35
01.01.2021;96;2:42:35
01.01.2021;105;2:44:35
01.01.2021;97;2:46:35
01.01.2021;93;2:48:35
01.01.2021;93;2:50:35
01.01.2021;49;2:52:35
01.01.2021;44;2:52:36
01.01.2021;46;2:54:35
01.01.2021;51;2:54:36
01.01.2021;42;2:56:35
01.01.2021;50;2:56:36
01.01.2021;52;2:58:35
01.01.2021;46;2:58:36
01.01.2021;52;3:00:35
01.01.2021;45;3:00:36
01.01.2021;56;3:02:35
01.01.2021;43;3:02:36
01.01.2021;45;3:04:35
01.01.2021;44;3:04:36
01.01.2021;51;3:06:35
01.01.2021;33;3:06:36
01.01.2021;37;3:08:35
01.01.2021;43;3:08:36
01.01.2021;44;3:10:35
01.01.2021;38;3:10:36
01.01.2021;47;3:12:35
01.01.2021;37;3:12:36
01.01.2021;37;3:14:35
01.01.2021;42;3:14:36
01.01.2021;45;3:16:35
01.01.2021;31;3:16:36
01.01.2021;39;3:18:36
01.01.2021;38;3:18:36
01.01.2021;40;3:20:36
01.01.2021;29;3:20:36
01.01.2021;47;3:22:36
01.01.2021;36;3:22:36
01.01.2021;84;3:24:37
01.01.2021;89;3:26:37
01.01.2021;66;3:28:37
01.01.2021;92;3:30:37
01.01.2021;77;3:32:37
01.01.2021;78;3:34:37
01.01.2021;61;3:36:37
01.01.2021;77;3:38:37
01.01.2021;68;3:40:37
01.01.2021;87;3:42:37
01.01.2021;69;3:44:37
01.01.2021;74;3:46:37
01.01.2021;76;3:48:37
01.01.2021;65;3:50:37
01.01.2021;75;3:52:37
01.01.2021;65;3:54:37
01.01.2021;59;3:56:37
01.01.2021;54;3:58:37
01.01.2021;56;4:00:37
01.01.2021;58;4:02:37
01.01.2021;56;4:04:37
01.01.2021;66;4:06:37
01.01.2021;64;4:08:37
01.01.2021;57;4:10:37
01.01.2021;44;4:12:37
01.01.2021;51;4:14:37
01.01.2021;62;4:16:37
01.01.2021;73;4:18:37
01.01.2021;71;4:20:37
01.01.2021;61;4:22:37
01.01.2021;63;4:24:37
01.01.2021;71;4:26:37
01.01.2021;62;4:28:37
01.01.2021;33;4:30:37
01.01.2021;22;4:30:37
01.01.2021;30;4:32:37
01.01.2021;20;4:32:37
01.01.2021;33;4:34:37
01.01.2021;30;4:34:37
01.01.2021;17;4:36:37
01.01.2021;24;4:36:37
01.01.2021;32;4:38:37
01.01.2021;33;4:38:37
01.01.2021;27;4:40:37
01.01.2021;26;4:40:37
01.01.2021;33;4:42:37
01.01.2021;24;4:42:37
01.01.2021;23;4:44:37
01.01.2021;27;4:44:37
01.01.2021;18;4:46:37
01.01.2021;24;4:46:37
01.01.2021;16;4:48:37
01.01.2021;34;4:48:37
01.01.2021;27;4:50:37
01.01.2021;34;4:50:37
01.01.2021;22;4:52:37
01.01.2021;27;4:52:37
01.01.2021;19;4:54:37
01.01.2021;21;4:54:37
01.01.2021;23;4:56:37
01.01.2021;37;4:56:37
01.01.2021;16;4:58:37
